Amount,Time,V1,V2,V3,Class
2854.987170515868,97858,0.20823114628346232,0.27929046577963107,0.17121272952783048,0
11.52364359611085,48339,-1.5868299580101224,0.18560263475751496,-0.758702360160199,0
32.33094450517612,148537,-0.5933028911222583,-0.43208771421257447,-0.3397634780062687,0
54.73090534455771,112169,-1.2881821436698335,1.2329800613607254,2.038666868089871,0
273.55412698301586,166402,-0.34909019750383785,-1.158077354733379,-2.088166840895415,0
13.614904940913124,22211,0.5616308041611485,-1.8768636850405302,1.6427902509655137,0
77.74403572332194,107955,-0.3567710635379099,-0.5118801458836034,0.5624592931351317,0
68.31874189978488,100229,0.6807224214026093,1.2947594225120074,0.2596410676055527,0
152.1426558448134,126489,0.28129377640890785,-1.026326637740474,0.295063085036003,0
50.23331498263443,39222,-1.0547781737618227,-0.17486811737731575,-0.30170858569311104,0
759.9202909668186,59223,-0.8822182522626393,0.8616436967116301,-0.7765866734654502,0
109.02934306639439,55082,0.798438364859541,-0.1576997085655182,0.11651133560672784,0
9.028733495295404,20077,-1.3679591385927934,0.8612657565331482,-0.1649883520242905,0
296.5926578170269,150585,0.3145514805933845,0.2654144200782238,0.24555792275299385,0
93.7818965782811,17330,-0.36327744536881734,0.11003835978415769,-1.068001570597639,0
14.351819156684694,146205,-0.6707050057426373,0.411931018679472,0.18909882766716185,0
141.05823215961522,147107,-1.661991701458333,1.0159215079501986,1.36509556635342,0
1095.1335815014156,74199,1.5239165645392512,-1.2044034268627775,-0.2485168812525933,1
99.33403248504183,93184,0.8111786446582593,-1.8965506122537077,0.726018478970816,0
104.99591499311228,77365,-1.0149197201175268,-1.7838404785137765,0.7603111011733954,0
28.07433665238084,33351,-0.30108718353954705,0.3747841154573474,-0.007438189435814672,0
217.5601073293209,72022,2.3874963228742714,0.3447642745766886,-0.30592169165937205,0
185.11389611133538,108644,1.4996091879804756,0.36843123074647316,-0.8286697611598325,0
381.0042801314697,136475,-0.10620961744171466,0.38780349401307274,0.7889531541617681,0
7.374912882654204,74426,1.8498621973867424,0.3913175826692391,-0.7001827615280364,0
384.6816567183544,12957,1.0354668626540744,0.3744680937368652,1.9726185064443666,1
143.71373634171266,152067,-0.41265492080542765,0.1775704175980357,-0.9762576936162992,0
406.623708012066,143839,-0.1973141342837301,-0.12226425767912075,-1.1307128250158494,0
39.50073623158462,14987,0.49939513361718857,-0.8269324682885569,1.3313834167214962,0
65.50926586993653,53768,-0.4819734309243286,-1.2728818356722573,1.7255206443091589,0
133.31777153693935,11628,0.45481529938647897,-0.5100471277399287,-1.149467676163126,0
62.99253952630739,28478,1.1035450675245735,-2.2975206806206363,-0.14602500020969486,0
362.2298223684756,79019,-0.4136020101755253,-1.3256343767893992,0.27664614360109974,0
104.76858538113162,114147,-1.9822048854104144,-1.2673663153989643,-0.6936953858331277,0
59.42802834260034,1511,0.40656428159315966,0.009565138100069667,0.44007356873482967,0
43.6649637355059,16893,-1.6035851583870422,1.6693615091086529,-1.3780467270589285,0
550.3123189688465,94333,-0.35006143902994685,-0.19562642620884138,-1.3006527579075162,0
216.32738263600245,68896,0.9039450466669837,1.7527589562083004,-0.3574199328078734,0
62.18081732982124,8645,-0.4419377388722709,0.6907889454638011,-0.19675830593474172,0
5.195451492749098,81468,-0.8501667309685249,0.6821477867561009,-0.6172929464773871,0
110.32903378379307,107107,-0.6833278195171673,-0.9295680194373188,0.4938794817127977,0
8.74720766154348,16025,1.4757999475823749,0.47264031659511335,-1.6019785408416063,0
7.497170207941027,128432,0.16950648297285942,-2.3336383106818537,0.7343512111029324,0
3.320764655697343,104222,0.7926494697480059,-0.22775290226105924,-0.37810321951085374,0
12.232576072517764,102331,0.5525094639244927,-0.5550494548856734,1.1172796544809944,0
73.3536198542156,161928,-0.984848643997843,-0.073964682421733,0.9434597998286869,0
35.9000541932796,159600,-0.017804440271034408,0.3114137714217635,0.17186842163900815,0
7.351554898637847,71192,0.27905544746081284,-0.9426299813321516,-0.3705226740409449,0
639.0270556279944,67952,-0.875750731227603,-0.33367220474715964,0.7802414539196353,0
1089.5295043768324,119278,-0.2161590237797252,0.7805084258840161,0.44182195762933385,0
